level;time;correct;attempt;PlayerType;PlayerName;PlayerAlias;PlayerSkill;GuesserType;GuesserName;GuesserAlias;GuesserSkill; 
DM-TokaraForest;2014-6-19 12:0:00;yes;5;bot;ADANN;Conrad;7;bot;Conscious-Robots;Alexander;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;6;bot;ADANN;Conrad;7;bot;Conscious-Robots;Alexander;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;12;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;7;bot;ADANN;Conrad;7;bot;Conscious-Robots;Alexander;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;8;bot;ADANN;Conrad;7;bot;Conscious-Robots;Alexander;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;13;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;14;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;15;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;16;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;17;bot;OvGUBot;Val;7;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;no;1;bot;BotTracker;Tanner;4;human;tmchojo;Moises;0;
DM-TokaraForest;2014-6-19 12:0:00;no;2;bot;BotTracker;Tanner;4;human;tmchojo;Moises;0;
DM-TokaraForest;2014-6-19 12:0:00;yes;1;human;tmchojo;Moises;0;bot;BotTracker;Tanner;4;
DM-TokaraForest;2014-6-19 12:0:00;yes;32;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;33;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;34;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;35;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;36;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;37;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;38;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;39;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;17;bot;MirrorBot;Aaron;6;human;Juan_CVC;Daron;0;
DM-TokaraForest;2014-6-19 12:0:00;yes;40;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;41;bot;NizorBot;Hilario;7;bot;ADANN;Conrad;7;
DM-TokaraForest;2014-6-19 12:0:00;yes;18;bot;MirrorBot;Aaron;6;human;Juan_CVC;Daron;0;
