level;time;correct;attempt;PlayerType;PlayerName;PlayerAlias;PlayerSkill;GuesserType;GuesserName;GuesserAlias;GuesserSkill; 
DM-Deck17;2014-6-17 12:2:00;no;1;human;tmchojo;Marcel;0;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;2;human;tmchojo;Marcel;0;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;3;human;tmchojo;Marcel;0;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;yes;1;epic;Cleopatra;Percy;5;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;yes;2;epic;Cleopatra;Percy;5;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;1;human;Xenija;Chong;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;yes;1;bot;MirrorBot;Willie;6;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;1;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;2;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;3;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;4;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;1;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;2;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;5;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;yes;1;bot;MirrorBot;Willie;6;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;yes;2;bot;MirrorBot;Willie;6;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;yes;3;bot;MirrorBot;Willie;6;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;yes;4;bot;MirrorBot;Willie;6;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;2;human;Xenija;Chong;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;1;human;Juan_CVC;Xavier;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;2;human;Juan_CVC;Xavier;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;1;human;tmchojo;Marcel;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;2;human;tmchojo;Marcel;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;3;human;tmchojo;Marcel;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;1;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;2;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;1;human;Player;Dennis;0;bot;MirrorBot;Willie;6
DM-Deck17;2014-6-17 12:2:00;no;2;human;Player;Dennis;0;bot;MirrorBot;Willie;6
DM-Deck17;2014-6-17 12:2:00;no;3;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;4;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;4;human;tmchojo;Marcel;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;5;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;6;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;7;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;8;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;yes;1;bot;ADANN;Rufus;7;human;tmchojo;Marcel;0
DM-Deck17;2014-6-17 12:2:00;yes;2;bot;ADANN;Rufus;7;human;tmchojo;Marcel;0
DM-Deck17;2014-6-17 12:2:00;yes;3;bot;ADANN;Rufus;7;human;tmchojo;Marcel;0
DM-Deck17;2014-6-17 12:2:00;yes;4;bot;ADANN;Rufus;7;human;tmchojo;Marcel;0
DM-Deck17;2014-6-17 12:2:00;yes;1;bot;ADANN;Rufus;7;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;5;human;tmchojo;Marcel;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;3;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;4;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;yes;2;bot;ADANN;Rufus;7;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;5;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;yes;3;bot;ADANN;Rufus;7;human;Player;Dennis;0
DM-Deck17;2014-6-17 12:2:00;no;6;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;7;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;8;human;Player;Dennis;0;human;Juan_CVC;Xavier;0
DM-Deck17;2014-6-17 12:2:00;no;9;human;Player;Dennis;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;6;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;7;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;no;8;human;tmchojo;Marcel;0;bot;ADANN;Rufus;7
DM-Deck17;2014-6-17 12:2:00;yes;1;bot;MirrorBot;Willie;6;bot;ADANN;Rufus;7
