"level";"time";"correct";"attempt";"PlayerType";"PlayerName";"PlayerAlias";"PlayerSkill";"GuesserType";"GuesserName";"GuesserAlias";"GuesserSkill"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"bot";"ADANN";"Earle";"7";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"bot";"MirrorBot";"Michal";"4";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"bot";"MirrorBot";"Michal";"4";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"bot";"NizorBot";"Dominique";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"human";"Player";"Giuseppe";"0";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"8";"human";"Player";"Giuseppe";"0";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"human";"Player";"Giuseppe";"0";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"human";"Player";"Giuseppe";"0";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"bot";"ADANN";"Earle";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"human";"Player";"Johnson";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"7";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"human";"Player";"Giuseppe";"0";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"8";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"9";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"human";"Player";"Giuseppe";"0";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"10";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"11";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"human";"Player";"Johnson";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"12";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"13";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"14";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"15";"bot";"BotTracker";"Devin";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"NizorBot";"Dominique";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"NizorBot";"Dominique";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"bot";"NizorBot";"Dominique";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"bot";"NizorBot";"Dominique";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"BotTracker";"Devin";"4";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"bot";"BotTracker";"Devin";"4";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"human";"Xenija";"MirrorBotl";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"3";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"4";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"5";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"bot";"BotTracker";"Devin";"4";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"epic";"Ophelia";"Alva";"1";"human";"tmchojo";"Devon";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"bot";"BotTracker";"Devin";"4";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"bot";"OvGUBot";"Henry";"7";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"human";"Player";"Johnson";"0";"bot";"BotTracker";"Devin";"4"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"human";"Xenija";"MirrorBotl";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"5";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"8";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"11";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"12";"human";"Juan_CVC";"Logan";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"ADANN";"Earle";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"7";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"8";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"9";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"ADANN";"Earle";"7";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"10";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"11";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"bot";"ADANN";"Earle";"7";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"12";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"epic";"Ophelia";"Alva";"1";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"13";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"epic";"Ophelia";"Alva";"1";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"14";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"3";"epic";"Ophelia";"Alva";"1";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"4";"epic";"Ophelia";"Alva";"1";"human";"Xenija";"MirrorBotl";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"human";"tmchojo";"Devon";"0";"human";"Player";"Giuseppe";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"BotTracker";"Devin";"4";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"BotTracker";"Devin";"4";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"epic";"Cyclops";"Whitney";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"epic";"Cyclops";"Whitney";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"human";"Player";"Johnson";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"human";"Player";"Johnson";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"human";"Juan_CVC";"Logan";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"human";"Juan_CVC";"Logan";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"human";"Player";"Johnson";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"15";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"6";"human";"Player";"Johnson";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"16";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"17";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"18";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"19";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"20";"epic";"Ophelia";"Alva";"1";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"4";"epic";"Cyclops";"Whitney";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"5";"epic";"Cyclops";"Whitney";"4";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"1";"bot";"OvGUBot";"Henry";"7";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"2";"bot";"OvGUBot";"Henry";"7";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"yes";"3";"bot";"OvGUBot";"Henry";"7";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"5";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"8";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"11";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"unknown";"unknown";"";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"12";"unknown";"unknown";"";"0";"human";"Juan_CVC";"Logan";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"3";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"1";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"2";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"4";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"3";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"5";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"4";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"5";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"6";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"8";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"11";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"12";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"13";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"7";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"14";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"15";"unknown";"unknown";"";"0";"human";"Player";"Johnson";"0"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"8";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"9";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"10";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"11";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"12";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"13";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
"DM-DE-Grendelkeep";"2014-6-12 12:6:00";"no";"14";"human";"tmchojo";"Devon";"0";"bot";"ADANN";"Earle";"7"
